name,genre_1,price,tier,total_votes,pos_ratio,p_bayes,p_ml,b_rating,score_finale
Potato Thriller,indie,budget,mostly_positive,289,77.5,0.469,0.487,0.76,0.6188
Corroded,action,budget,very_positive,83,86.7,0.439,0.492,0.772,0.6187
Gal-X-E,action,budget,very_positive,61,90.2,0.439,0.492,0.772,0.6187
Planet R-12,action,budget,mostly_positive,140,82.9,0.439,0.492,0.772,0.6187
NotCoD™,action,budget,very_positive,65,89.2,0.439,0.492,0.771,0.6186
Welcome to Princeland,action,budget,very_positive,84,86.9,0.439,0.491,0.772,0.6186
Macbat 64,action,budget,very_positive,91,85.7,0.439,0.492,0.771,0.6185
Blocked and Loaded,action,budget,very_positive,79,87.3,0.439,0.491,0.772,0.6184
Pukan Bye Bye,indie,budget,mostly_positive,67,82.1,0.469,0.487,0.759,0.6184
Distant Space,indie,budget,mostly_positive,183,78.1,0.469,0.487,0.759,0.6183
Space Moth DX,action,budget,very_positive,90,85.6,0.439,0.492,0.771,0.6182
Bombslinger,action,budget,very_positive,68,88.2,0.439,0.492,0.771,0.6182
Sam & Dan: Floaty Flatmates,free_to_play,free,very_positive,135,94.8,0.408,0.448,0.808,0.6182
Squirreltopia,indie,budget,mostly_positive,286,77.3,0.469,0.487,0.759,0.6182
Bad Shooter 2,action,budget,very_positive,90,85.6,0.439,0.492,0.771,0.6182
ChargeShot,indie,budget,mostly_positive,83,80.7,0.469,0.487,0.759,0.6182
Cobalt WASD,action,budget,mostly_positive,120,83.3,0.439,0.492,0.77,0.6181
Moonshot,action,budget,very_positive,94,85.1,0.439,0.492,0.77,0.6181
Monday Night Combat,action,budget,mostly_positive,925,77.8,0.439,0.492,0.77,0.618
Joint Task Force,strategy,budget,very_positive,115,87.0,0.437,0.476,0.78,0.618
One Ping Only,free_to_play,free,very_positive,185,90.8,0.408,0.448,0.807,0.6177
Reignfall,action,budget,very_positive,96,86.5,0.439,0.483,0.774,0.6177
Lethal VR,action,budget,very_positive,111,87.4,0.439,0.472,0.78,0.6177
Riptide GP: Renegade,racing,budget,very_positive,173,87.9,0.405,0.478,0.794,0.6176
Bloodsports.TV,action,budget,mostly_positive,465,78.5,0.439,0.492,0.769,0.6176
Dabman: When the Haters Dab Back,action,budget,very_positive,133,89.5,0.439,0.448,0.791,0.6174
MDK 2,action,budget,mostly_positive,114,83.3,0.439,0.491,0.769,0.6172
Wicce,action,budget,mostly_positive,95,84.2,0.439,0.492,0.768,0.6171
Dreamstones,indie,budget,mostly_positive,63,81.0,0.469,0.487,0.756,0.6171
Pang Adventures,action,budget,mostly_positive,161,81.4,0.439,0.491,0.769,0.617
Hail to the King: Deathbat,adventure,budget,mostly_positive,182,80.8,0.446,0.484,0.769,0.6169
Horizon Shift,action,budget,mostly_positive,288,79.2,0.439,0.492,0.768,0.6169
Protonwar,action,budget,very_positive,64,87.5,0.439,0.492,0.768,0.6169
ARCADE GAME SERIES: DIG DUG,action,budget,mostly_positive,207,80.2,0.439,0.491,0.768,0.6167
Clandestinity of Elsie,indie,budget,mostly_positive,92,80.4,0.448,0.501,0.759,0.6166
Bean Battles,action,budget,mostly_positive,97,83.5,0.439,0.492,0.767,0.6165
Deep GachiGASM,action,budget,mostly_positive,99,82.8,0.439,0.495,0.766,0.6165
PIXELMAN,action,budget,very_positive,54,88.9,0.439,0.492,0.767,0.6164
Climbey,simulation,budget,very_positive,672,93.2,0.331,0.387,0.874,0.6163
Captain Forever Trilogy,strategy,budget,very_positive,64,92.2,0.437,0.476,0.776,0.6163
UNLOVED,action,budget,mostly_positive,687,77.7,0.439,0.491,0.768,0.6163
Vertical Strike Endless Challenge,action,budget,mostly_positive,122,82.0,0.439,0.492,0.767,0.6162
Shoot 1UP,action,budget,mostly_positive,92,83.7,0.439,0.492,0.767,0.6162
Burnin' Rubber 5 HD,action,budget,very_positive,94,89.4,0.439,0.464,0.781,0.6161
Ruin of the Reckless,action,budget,very_positive,74,85.1,0.439,0.492,0.766,0.616
Really Big Sky,indie,budget,mostly_positive,1891,75.6,0.469,0.487,0.754,0.616
PixelJunk™ Shooter Ultimate,action,budget,mostly_positive,84,84.5,0.439,0.491,0.767,0.616
Golden Hornet,free_to_play,free,very_positive,135,93.3,0.408,0.448,0.804,0.6159
Iron Crypticle,action,budget,very_positive,52,88.5,0.439,0.492,0.766,0.6158
Vectorium,indie,budget,mostly_positive,51,80.4,0.469,0.487,0.754,0.6157
Crisis VRigade,action,budget,mostly_positive,86,83.7,0.439,0.492,0.766,0.6157
Total Miner,indie,budget,mostly_positive,359,76.0,0.469,0.487,0.753,0.6156
Advent Rising,action,budget,mostly_positive,331,78.5,0.439,0.491,0.766,0.6156
nail'd,racing,budget,mostly_positive,1076,79.8,0.405,0.484,0.787,0.6155
Pixel Gladiator,action,budget,mostly_positive,191,79.6,0.439,0.492,0.765,0.6153
Owl Watch,indie,budget,mostly_positive,74,78.4,0.469,0.487,0.753,0.6153
Ben and Ed,action,budget,mostly_positive,1424,76.9,0.439,0.492,0.765,0.6153
QUAKE II Mission Pack: The Reckoning,action,budget,mostly_positive,77,84.4,0.439,0.491,0.765,0.6152
Kingpin — Life of Crime,action,budget,mostly_positive,205,79.5,0.439,0.491,0.765,0.6152
Alien Splatter Redux,action,budget,very_positive,77,94.8,0.439,0.448,0.787,0.6151
Tom Clancy's Rainbow Six® Vegas,action,budget,mostly_positive,477,77.8,0.439,0.491,0.765,0.6151
Weird Hero,action,budget,mostly_positive,105,81.9,0.439,0.492,0.764,0.6151
Descent: FreeSpace – The Great War,action,budget,mostly_positive,153,80.4,0.439,0.491,0.765,0.615
Act of War: High Treason,action,budget,mostly_positive,195,80.5,0.439,0.483,0.769,0.615
Apotheon Arena,free_to_play,free,mostly_positive,924,82.0,0.408,0.448,0.802,0.615
Putrefaction 2: Void Walker,action,budget,mostly_positive,181,79.6,0.439,0.492,0.764,0.615
in Space,action,budget,mostly_positive,109,81.7,0.439,0.492,0.764,0.615
Comanche 4,action,budget,very_positive,109,85.3,0.439,0.472,0.774,0.6148
KOBOLD: Chapter I,adventure,budget,mostly_positive,58,84.5,0.446,0.491,0.761,0.6148
Kimulator 2: The Bottle Flip Master,indie,budget,mostly_positive,52,78.8,0.469,0.487,0.752,0.6147
Metamorfose S,indie,budget,mostly_positive,60,78.3,0.469,0.487,0.752,0.6147
WAR DUST | 32 vs 32 Battles,simulation,mid_price,mostly_positive,734,81.1,0.4,0.475,0.792,0.6147
Gimbal,indie,budget,mostly_positive,201,76.1,0.469,0.487,0.752,0.6147
DAMNOSAUR,free_to_play,free,very_positive,145,91.7,0.408,0.448,0.801,0.6147
War Robots VR: The Skirmish,free_to_play,free,mostly_positive,506,83.4,0.408,0.448,0.801,0.6146
Corgi Warlock,action,budget,mostly_positive,264,78.4,0.439,0.492,0.763,0.6146
Jet Gunner,action,budget,mostly_positive,601,77.2,0.439,0.492,0.763,0.6144
The Last DeadEnd,indie,budget,mostly_positive,51,78.4,0.469,0.487,0.751,0.6143
ATOMINE,action,budget,mostly_positive,136,80.1,0.439,0.492,0.763,0.6143
Bouncing Duck Simulator,action,budget,very_positive,56,85.7,0.439,0.492,0.763,0.6143
Goats on a Bridge,indie,budget,mostly_positive,151,76.2,0.469,0.487,0.751,0.6142
Schein,indie,budget,mostly_positive,259,76.4,0.448,0.501,0.754,0.6142
Red Death,action,budget,mostly_positive,85,82.4,0.439,0.492,0.762,0.6141
Mortars VR,action,budget,mostly_positive,114,82.5,0.439,0.483,0.767,0.6141
STAR WARS™ - X-Wing Alliance™,action,budget,mostly_positive,230,78.7,0.439,0.491,0.763,0.6141
Weable,action,budget,mostly_positive,59,84.7,0.439,0.492,0.762,0.6139
Neon Space ULTRA,indie,budget,mostly_positive,170,75.9,0.469,0.487,0.75,0.6139
Mechs V Kaijus,action,budget,very_positive,50,86.0,0.439,0.492,0.762,0.6137
Deserving Life,free_to_play,free,very_positive,74,86.5,0.408,0.508,0.769,0.6136
WALLSLIDE,action,budget,mostly_positive,104,80.8,0.439,0.492,0.761,0.6135
Vintage Year,action,budget,mostly_positive,83,81.9,0.439,0.492,0.761,0.6135
One way to exit,action,budget,mostly_positive,108,80.6,0.439,0.492,0.761,0.6135
Cyberdrome,free_to_play,free,very_positive,144,91.0,0.408,0.448,0.799,0.6134
Swarm Arena,indie,budget,mostly_positive,52,76.9,0.469,0.487,0.749,0.6133
Zenodyne R,action,budget,mostly_positive,53,84.9,0.439,0.492,0.761,0.6133
Hell Survive,indie,budget,mostly_positive,68,76.5,0.469,0.487,0.749,0.6133
Zombeer,action,budget,mostly_positive,170,78.8,0.439,0.492,0.761,0.6133
AFTERGRINDER,action,budget,mostly_positive,78,82.1,0.439,0.492,0.761,0.6133
THE LAST BLADE 2,action,budget,mostly_positive,83,81.9,0.439,0.491,0.761,0.6131
Zombie Shooter 2,action,budget,mostly_positive,376,77.4,0.439,0.491,0.761,0.6131
Envoy,action,budget,mostly_positive,98,80.6,0.439,0.492,0.76,0.613
ELMIA,action,budget,mostly_positive,73,82.2,0.439,0.492,0.76,0.613
Cuco,action,budget,very_positive,65,95.4,0.439,0.448,0.782,0.613
Beyond Sol,action,budget,mostly_positive,161,80.1,0.439,0.483,0.765,0.613
Void Source,action,budget,mostly_positive,52,84.6,0.439,0.492,0.76,0.6129
Death Ray Manta SE,action,budget,mostly_positive,181,78.5,0.439,0.492,0.76,0.6129
Grand Theft Auto 2,action,free,very_positive,201,91.5,0.355,0.469,0.813,0.6128
TITAN SLAYER,action,budget,mostly_positive,78,82.1,0.439,0.491,0.761,0.6128
BloodRayne,action,budget,mostly_positive,479,77.0,0.439,0.491,0.761,0.6128
Deceit,free_to_play,free,mostly_positive,24698,75.6,0.432,0.508,0.756,0.6127
Prince of Persia®,action,budget,mostly_positive,1214,78.1,0.416,0.487,0.774,0.6126
Section 8®: Prejudice™,action,budget,mostly_positive,924,76.5,0.439,0.491,0.76,0.6126
Gun Metal,action,budget,mostly_positive,727,76.6,0.439,0.491,0.76,0.6125
GemBreak,action,budget,mostly_positive,101,77.2,0.416,0.53,0.752,0.6125
Rift Keeper,action,budget,mostly_positive,67,82.1,0.439,0.492,0.759,0.6124
State of War : Warmonger / 蓝色警戒 (Classic 2000),strategy,budget,very_positive,69,87.0,0.437,0.476,0.768,0.6124
Below Kryll,action,budget,very_positive,90,90.0,0.439,0.448,0.781,0.6123
Bloody Good Time,action,budget,mostly_positive,866,76.4,0.439,0.491,0.759,0.6122
Larva Mortus,action,budget,mostly_positive,684,76.5,0.439,0.492,0.759,0.6122
All Zombies Must Die!: Scorepocalypse ,indie,budget,mostly_positive,57,75.4,0.469,0.487,0.747,0.6122
Aim Lab,free_to_play,free,mostly_positive,1286,80.8,0.408,0.448,0.796,0.6121
Your Bunny Wrote,action,budget,very_positive,112,87.5,0.439,0.448,0.78,0.612
ATOMEGA,action,budget,mostly_positive,798,76.3,0.439,0.492,0.758,0.612
Block N Load,free_to_play,free,mostly_positive,14052,77.3,0.432,0.472,0.772,0.6119
Cybarian: The Time Travelling Warrior,action,budget,mostly_positive,65,81.5,0.439,0.492,0.758,0.6117
Velocity®Ultra,action,budget,mostly_positive,175,77.7,0.439,0.492,0.757,0.6114
Soccer Rage,sports,budget,very_positive,686,85.3,0.371,0.434,0.82,0.6113
Darkness Within 1: In Pursuit of Loath Nolder,adventure,budget,mostly_positive,361,76.2,0.446,0.491,0.754,0.6113
Ms. Splosion Man,action,budget,mostly_positive,216,77.3,0.439,0.492,0.757,0.6113
Vector Strain,action,budget,mostly_positive,55,81.8,0.439,0.492,0.756,0.6111
Inertia,action,budget,mostly_positive,141,78.0,0.439,0.492,0.756,0.6111
Neon Shadow,action,budget,mostly_positive,56,82.1,0.439,0.491,0.757,0.6111
Vacation Simulator,simulation,mid_price,very_positive,124,87.9,0.4,0.475,0.784,0.611
Quar: Battle for Gate 18,strategy,budget,very_positive,56,87.5,0.437,0.476,0.766,0.611
Delta Force: Task Force Dagger,action,budget,mostly_positive,72,80.6,0.439,0.491,0.757,0.6109
A.R.E.S. Extinction Agenda EX,action,budget,mostly_positive,169,77.5,0.439,0.492,0.756,0.6109
The Legend of Dark Witch,action,budget,mostly_positive,173,77.5,0.439,0.492,0.756,0.6109
Omega Strike,action,budget,mostly_positive,99,78.8,0.439,0.492,0.756,0.6108
Link: The Unleashed Nexus,action,budget,mostly_positive,54,81.5,0.439,0.492,0.756,0.6108
AudioBeats,action,budget,mostly_positive,50,82.0,0.439,0.492,0.756,0.6108
Successor of the Moon,action,budget,mostly_positive,54,81.5,0.439,0.492,0.756,0.6108
Just Jump,action,budget,mostly_positive,66,80.3,0.439,0.492,0.756,0.6107
SHOGUN: Total War™ - Collection,strategy,budget,mostly_positive,259,78.8,0.437,0.476,0.765,0.6106
Sniper Elite,action,budget,mostly_positive,1558,75.8,0.439,0.491,0.756,0.6105
The Path of Greatest Resistance,action,budget,mostly_positive,50,82.0,0.439,0.491,0.756,0.6104
Rocketbirds 2 Evolution,action,budget,mostly_positive,265,76.6,0.439,0.492,0.755,0.6104
Raptor: Call of The Shadows - 2015 Edition,action,budget,mostly_positive,275,76.7,0.439,0.491,0.756,0.6104
Spaceman Sparkles 2,action,budget,mostly_positive,58,81.0,0.439,0.491,0.756,0.6103
Sky Jump,action,budget,mostly_positive,126,77.8,0.439,0.492,0.755,0.6103
room13,action,budget,mostly_positive,69,79.7,0.439,0.492,0.755,0.6103
Attack Of Insects,action,budget,mostly_positive,69,79.7,0.439,0.492,0.755,0.6103
UltraGoodness,action,budget,mostly_positive,146,77.4,0.439,0.492,0.755,0.6102
Hell Shooter,action,budget,mostly_positive,52,80.8,0.439,0.492,0.754,0.6101
Legends of the Universe - StarCore,action,budget,mostly_positive,56,80.4,0.439,0.492,0.754,0.6101
SHOCK TROOPERS,action,budget,mostly_positive,73,79.5,0.439,0.491,0.755,0.6099
Rhythm Rush!,action,budget,mostly_positive,145,77.9,0.416,0.511,0.756,0.6098
Assassins vs Pirates,action,budget,mostly_positive,83,78.3,0.439,0.492,0.753,0.6096
Dragon Rage,action,budget,mostly_positive,156,76.9,0.439,0.492,0.753,0.6096
Bezier,action,budget,mostly_positive,79,78.5,0.439,0.492,0.753,0.6096
Ultimate Racing 2D,racing,budget,very_positive,112,89.3,0.405,0.463,0.785,0.6096
Delta Force — Black Hawk Down: Team Sabre,action,free,very_positive,184,90.8,0.355,0.469,0.807,0.6095
Lumber Island - That Special Place,adventure,budget,mostly_positive,95,76.8,0.446,0.491,0.751,0.6095
Skyfront VR,action,budget,mostly_positive,119,77.3,0.439,0.492,0.753,0.6094
Property,action,budget,mostly_positive,62,79.0,0.439,0.492,0.753,0.6093
Dragon Simulator Multiplayer,action,budget,mostly_positive,62,79.0,0.439,0.492,0.753,0.6093
Gods of the Fallen Land,strategy,budget,very_positive,51,86.3,0.437,0.476,0.762,0.6093
Cowbots and Aliens,action,budget,very_positive,93,87.1,0.439,0.448,0.775,0.6093
Painkiller Overdose,action,budget,mostly_positive,566,75.8,0.439,0.491,0.754,0.6092
Tunche: Arena,free_to_play,free,very_positive,173,86.7,0.408,0.448,0.79,0.609
Beeftacular,action,budget,mostly_positive,77,77.9,0.439,0.492,0.752,0.609
TWINKLE STAR SPRITES,action,budget,mostly_positive,119,77.3,0.439,0.491,0.753,0.609
Uprising: Join or Die,action,budget,mostly_positive,51,82.4,0.439,0.483,0.757,0.6089
Bang Bang Racing,racing,budget,mostly_positive,399,79.4,0.405,0.484,0.773,0.6088
Fatal Fight,action,budget,mostly_positive,60,78.3,0.439,0.492,0.752,0.6087
Super Laser  Racer,racing,budget,very_positive,84,86.9,0.405,0.485,0.772,0.6084
FROSTBITE: Deadly Climate,action,free,very_positive,257,86.8,0.355,0.475,0.802,0.6084
Dimension Hunter VR,action,budget,mostly_positive,79,77.2,0.439,0.492,0.751,0.6083
Ninjahtic,action,budget,mostly_positive,71,77.5,0.439,0.492,0.751,0.6083
Mini Knight,action,budget,mostly_positive,95,76.8,0.439,0.492,0.751,0.6083
Defiance,free_to_play,free,mostly_positive,11958,76.5,0.432,0.472,0.765,0.6082
Insanity's Blade,action,budget,mostly_positive,247,75.7,0.439,0.492,0.751,0.6082
LocoCycle,action,budget,mostly_positive,250,78.8,0.439,0.464,0.765,0.6081
Blaster Cop,action,budget,mostly_positive,50,78.0,0.439,0.492,0.75,0.608
Tomato Jones,action,budget,mostly_positive,137,83.2,0.439,0.448,0.772,0.608
Dragonpath,action,budget,mostly_positive,73,80.8,0.439,0.477,0.757,0.6079
Starscape,action,budget,mostly_positive,65,76.9,0.439,0.492,0.749,0.6076
Curse: The Eye of Isis,adventure,budget,mostly_positive,85,75.3,0.446,0.491,0.747,0.6076
Auto Age: Standoff,action,budget,mostly_positive,85,76.5,0.439,0.492,0.749,0.6076
The Big Elk,strategy,budget,mostly_positive,199,77.9,0.437,0.476,0.759,0.6075
Xotic,action,budget,mostly_positive,160,75.6,0.439,0.492,0.749,0.6074
SYNTHETIK: Arena,free_to_play,free,mostly_positive,466,81.3,0.408,0.448,0.787,0.6074
Zombie Vikings,action,budget,mostly_positive,226,80.5,0.439,0.448,0.771,0.6073
TankZone Battle,action,budget,mostly_positive,76,76.3,0.439,0.492,0.749,0.6073
Vzerthos: The Heir of Thunder,adventure,budget,mostly_positive,61,77.0,0.446,0.484,0.749,0.6072
MXGP - The Official Motocross Videogame,racing,budget,mostly_positive,830,78.0,0.405,0.483,0.77,0.6071
EvilMorph,action,budget,very_positive,90,85.6,0.439,0.448,0.771,0.6071
ARCADE GAME SERIES: Ms. PAC-MAN,action,budget,mostly_positive,76,76.3,0.439,0.491,0.749,0.6069
Cally's Caves 4,action,budget,mostly_positive,76,76.3,0.439,0.491,0.749,0.6069
MDK,action,budget,mostly_positive,183,75.4,0.439,0.491,0.749,0.6068
Dream Car Builder,simulation,budget,very_positive,406,93.6,0.331,0.387,0.855,0.6067
Trigger Runners,action,budget,mostly_positive,62,75.8,0.439,0.492,0.747,0.6066
EPOCH,action,budget,mostly_positive,54,75.9,0.439,0.492,0.747,0.6066
SMASHING THE BATTLE,action,budget,mostly_positive,492,75.0,0.439,0.491,0.748,0.6066
Tomb Raider V: Chronicles,adventure,budget,mostly_positive,309,75.1,0.446,0.484,0.748,0.6065
Front Defense: Heroes,action,budget,mostly_positive,67,76.1,0.439,0.491,0.748,0.6065
Void Raiders,action,budget,mostly_positive,69,75.4,0.439,0.492,0.747,0.6063
Kill to Collect,action,budget,mostly_positive,160,75.0,0.439,0.492,0.747,0.6063
123 Slaughter Me Street 2,action,budget,mostly_positive,100,84.0,0.439,0.448,0.769,0.6062
RoboBlitz,action,budget,mostly_positive,57,75.4,0.439,0.492,0.747,0.6062
Nocturnal Hunt,action,budget,mostly_positive,53,75.5,0.439,0.492,0.747,0.6062
V-Racer Hoverbike,simulation,mid_price,very_positive,80,88.8,0.4,0.474,0.775,0.6061
AquaNox 2: Revelation,action,budget,mostly_positive,141,75.2,0.439,0.491,0.747,0.6061
Balloon Chair Death Match,action,budget,mostly_positive,54,75.9,0.439,0.491,0.747,0.6061
Out of Ammo: Death Drive,action,budget,mostly_positive,63,77.8,0.439,0.483,0.751,0.606
GunGirl 2,action,free,very_positive,92,90.2,0.355,0.505,0.782,0.6059
Harold,action,budget,mostly_positive,52,75.0,0.439,0.492,0.746,0.6058
Armed to the Gears,action,budget,mostly_positive,66,77.3,0.439,0.483,0.75,0.6057
Special Tactics,action,budget,mostly_positive,50,78.0,0.439,0.483,0.75,0.6057
Blood Harvest,action,budget,mostly_positive,94,75.5,0.416,0.511,0.748,0.6055
Slightly Heroes VR,action,budget,mostly_positive,64,75.0,0.439,0.491,0.746,0.6055
Grand Theft Auto,action,free,very_positive,229,86.9,0.355,0.469,0.799,0.6054
WASTED,action,budget,mostly_positive,983,75.5,0.439,0.477,0.753,0.6054
Wrench,simulation,mid_price,mostly_positive,151,82.8,0.4,0.474,0.773,0.605
Mashed,racing,budget,mostly_positive,287,78.7,0.405,0.484,0.766,0.605
Indiana Jones® and the Infernal Machine™,action,budget,mostly_positive,54,83.3,0.416,0.487,0.759,0.605
Shu,action,budget,mostly_positive,134,81.3,0.439,0.448,0.766,0.6049
Onion Force,strategy,budget,mostly_positive,61,78.7,0.437,0.476,0.752,0.6043
Air Missions: HIND,simulation,mid_price,mostly_positive,361,79.2,0.4,0.475,0.771,0.6043
Woof Blaster,action,free,very_positive,109,87.2,0.355,0.505,0.779,0.6043
Joe Danger,racing,budget,mostly_positive,79,83.5,0.405,0.485,0.764,0.6043
Livelock,action,budget,mostly_positive,394,77.9,0.439,0.448,0.764,0.604
Ignition,racing,budget,very_positive,70,85.7,0.405,0.478,0.766,0.6038
Tribes: Ascend,free_to_play,free,mostly_positive,8208,78.8,0.408,0.433,0.787,0.6036
Gatling Gears,action,budget,mostly_positive,107,81.3,0.439,0.448,0.763,0.6033
Karate Master 2 Knock Down Blow,sports,budget,mostly_positive,468,84.2,0.371,0.434,0.804,0.6033
Trials on Tatooine,action,free,mostly_positive,1176,80.7,0.355,0.469,0.794,0.6033
Sweet Escape VR,action,budget,very_positive,50,86.0,0.439,0.448,0.762,0.6026
Pan Panda,free_to_play,free,mostly_positive,146,84.2,0.408,0.448,0.777,0.6026
Tank Destroyer,action,budget,mostly_positive,249,79.1,0.375,0.503,0.766,0.6026
Gemini: Heroes Reborn,action,budget,mostly_positive,368,77.4,0.439,0.448,0.761,0.6025
Uncrewed,strategy,budget,mostly_positive,63,76.2,0.437,0.476,0.748,0.6022
Crash Time 3,racing,budget,mostly_positive,292,78.1,0.405,0.478,0.763,0.602
Prince of Persia: The Two Thrones™,action,budget,mostly_positive,474,77.0,0.439,0.448,0.76,0.602
Radial-G : Racing Revolved,racing,budget,mostly_positive,139,79.1,0.405,0.484,0.76,0.602
Cinemaware Anthology: 1986-1991,strategy,budget,mostly_positive,58,75.9,0.437,0.476,0.747,0.6019
Formicide,free_to_play,free,mostly_positive,267,80.9,0.408,0.448,0.775,0.6017
MY 1980's DASHBOARD,racing,budget,mostly_positive,50,84.0,0.405,0.485,0.759,0.6017
Project Freedom,action,budget,mostly_positive,106,75.5,0.439,0.472,0.748,0.6016
Titanic VR,simulation,mid_price,mostly_positive,115,81.7,0.4,0.475,0.765,0.6014
Half-Life: Source,fps,free,mostly_positive,4820,78.2,0.334,0.513,0.779,0.6013
Sopwith VR,free_to_play,free,very_positive,110,85.5,0.408,0.448,0.775,0.6013
Gauntlet of IRE,action,free,very_positive,66,89.4,0.355,0.505,0.772,0.6009
Cave Digger,free_to_play,free,mostly_positive,164,82.3,0.408,0.448,0.773,0.6005
Lost Planet™: Extreme Condition,action,budget,mostly_positive,747,76.2,0.439,0.448,0.757,0.6003
03.04,action,budget,mostly_positive,86,79.1,0.439,0.448,0.755,0.5995
SUPER FLAIL,action,free,very_positive,94,93.6,0.355,0.461,0.791,0.5994
Last Tale,action,budget,mostly_positive,249,76.7,0.439,0.448,0.755,0.5994
Dissimilated Land,action,budget,mostly_positive,118,78.0,0.439,0.448,0.755,0.5993
Mushroom Heroes,free_to_play,free,mostly_positive,133,82.7,0.408,0.448,0.77,0.5992
Wings! Remastered Edition,simulation,mid_price,mostly_positive,329,77.5,0.4,0.475,0.761,0.5992
Zombie Derby 2,racing,budget,mostly_positive,60,81.7,0.405,0.478,0.757,0.5991
Turbo Tunnel,free_to_play,free,very_positive,108,87.0,0.408,0.431,0.778,0.5991
Casual Desktop Game,free_to_play,free,very_positive,54,90.7,0.408,0.448,0.77,0.599
WW Fantasy,action,budget,mostly_positive,60,80.0,0.439,0.448,0.754,0.599
Master Levels for Doom II,action,free,mostly_positive,379,81.8,0.355,0.469,0.786,0.5989
Rebel Forces,free_to_play,free,mostly_positive,680,77.9,0.408,0.448,0.769,0.5986
In Your Face TD,strategy,free,very_positive,80,98.8,0.344,0.457,0.796,0.5982
Sound Shift,action,free,mostly_positive,106,82.1,0.355,0.505,0.765,0.5973
Davyria: Heroes of Eternity,action,budget,mostly_positive,51,78.4,0.439,0.448,0.751,0.5972
Table Top Racing: World Tour,racing,budget,mostly_positive,464,75.2,0.405,0.485,0.749,0.597
Team Racing League,racing,budget,mostly_positive,89,76.4,0.405,0.484,0.749,0.5969
Crash Wheels,racing,budget,mostly_positive,291,75.3,0.405,0.485,0.749,0.5967
MSI Electric City: Core Assault,free_to_play,free,very_positive,51,88.2,0.408,0.448,0.765,0.5966
Ctrl CV,free_to_play,free,mostly_positive,208,79.3,0.408,0.448,0.765,0.5965
Revenge of the Headless,action,budget,mostly_positive,52,76.9,0.439,0.448,0.749,0.5962
Black Squad,free_to_play,free,mostly_positive,44776,75.3,0.419,0.46,0.752,0.5961
Diesel Guns,racing,budget,mostly_positive,193,75.1,0.405,0.484,0.748,0.5959
Elliot Quest,action,budget,mostly_positive,150,75.3,0.439,0.448,0.748,0.5957
Ancient Guardian,action,budget,mostly_positive,118,75.4,0.439,0.448,0.748,0.5957
America's Army: Proving Grounds,free_to_play,free,mostly_positive,8315,77.1,0.408,0.433,0.77,0.5954
Deep Dark Fight,action,budget,mostly_positive,101,75.2,0.439,0.448,0.747,0.5953
Rebons,action,budget,mostly_positive,77,75.3,0.439,0.448,0.747,0.5952
Shark Simulator,action,free,mostly_positive,136,79.4,0.355,0.505,0.76,0.5951
CrocoMars,free_to_play,free,mostly_positive,92,81.5,0.408,0.448,0.762,0.5949
Time Drifter,free_to_play,free,mostly_positive,84,81.0,0.408,0.448,0.759,0.5937
Just A Dream,action,free,mostly_positive,56,82.1,0.355,0.505,0.757,0.5935
Spellwake,free_to_play,free,mostly_positive,100,80.0,0.408,0.448,0.759,0.5935
Formula Truck 2013,racing,budget,mostly_positive,150,76.7,0.405,0.463,0.752,0.5931
Kreedz Climbing,free_to_play,free,mostly_positive,728,77.5,0.408,0.431,0.766,0.593
Cyberpong,sports,budget,very_positive,104,89.4,0.371,0.434,0.784,0.593
Marble Combat,free_to_play,free,mostly_positive,94,79.8,0.408,0.448,0.758,0.593
Slay Together,free_to_play,free,mostly_positive,160,78.1,0.408,0.448,0.758,0.5929
Crash Force®,action,free,mostly_positive,119,78.2,0.355,0.505,0.755,0.5926
Accel,free_to_play,free,mostly_positive,51,82.4,0.408,0.448,0.757,0.5924
Bloody Walls,free_to_play,free,mostly_positive,953,76.0,0.408,0.448,0.756,0.5922
TENET,action,free,mostly_positive,54,79.6,0.355,0.505,0.753,0.5914
Mecha-Tokyo Rush,free_to_play,free,mostly_positive,65,78.5,0.408,0.448,0.752,0.5902
Hotel Remorse,action,free,mostly_positive,103,76.7,0.355,0.505,0.751,0.5902
Iron Armada,strategy,free,very_positive,97,88.7,0.344,0.457,0.78,0.59
Rogue Reaper,free_to_play,free,mostly_positive,286,75.5,0.408,0.448,0.75,0.5891
Xecryst Remains,free_to_play,free,mostly_positive,69,76.8,0.408,0.448,0.749,0.5888
VRMultigames,action,free,mostly_positive,73,75.3,0.355,0.505,0.747,0.5883
Tokyo Warfare Turbo,free_to_play,free,mostly_positive,159,75.5,0.408,0.448,0.748,0.5883
Fovos VR,free_to_play,free,mostly_positive,64,75.0,0.408,0.448,0.746,0.5871
Crypt- The Black Tower,action,free,mostly_positive,128,77.3,0.355,0.475,0.754,0.5844
Skeet: VR Target Shooting,action,free,mostly_positive,134,79.1,0.355,0.464,0.759,0.5844
Home - A VR Spacewalk,action,free,mostly_positive,152,77.0,0.355,0.475,0.753,0.5843
VR SUPER SPORTS,sports,budget,mostly_positive,55,76.4,0.371,0.434,0.748,0.5753
Counter Fight,simulation,budget,mostly_positive,125,84.8,0.331,0.404,0.775,0.5713
ARMA: Cold War Assault,simulation,budget,mostly_positive,4137,77.2,0.331,0.404,0.77,0.5688
